"firstname","lastname","university","university_shortname","university_city","function","organization","organization_sector"
"Douglas","Hanahan","ETH Lausanne","EPF","Lausanne","Member, Scientific Advisory Board - Cancer Therapeutic Area","Pfizer, Inc., New York, USA","Pharma & health"
"Olivier","Hari","Uni Neuenburg","UNE","Neuchâtel","mandats privés (expertises, analyses) ","Schellenberg Wittmer SA","Politics, administration, justice system & security sector"
"Andreas","Härter","Uni St. Gallen","USG","Saint Gallen","Co-Präsident","Schweizerische Gesellschaft für Theaterkultur","Society, Social, Culture & Sports"
"Andreas","Härter","Uni St. Gallen","USG","Saint Gallen","Mitglied des Verwaltungsrats","Konzert und Theater St. Gallen","Society, Social, Culture & Sports"
"Vassily","Hatzimanikatis","ETH Lausanne","EPF","Lausanne","Consulting","AMYRIS, California, USA","Technology"
"Vassily","Hatzimanikatis","ETH Lausanne","EPF","Lausanne","Consulting","Gevo, Colorado, USA","Energy, environment & mobility"
"Vassily","Hatzimanikatis","ETH Lausanne","EPF","Lausanne","Consulting","TOTAL, Paris, France","Commerce, trade & services"
"Sophia","Haussener","ETH Lausanne","EPF","Lausanne","Associate Editor for Journal of Renewable & Sustainable Energy","AIP Publishing Center, Melville, NY, USA","Media & communication"
"Cécile","Hébert","ETH Lausanne","EPF","Lausanne","Comité d'expert","Centre de microscopie de l'Université de Saragosse, Espagne","Education & research"
"Cécile","Hébert","ETH Lausanne","EPF","Lausanne","Comité HCERES, évaluation de laboratoire INAC, CEA Grenoble","HCERES, France","Education & research"
"Cécile","Hébert","ETH Lausanne","EPF","Lausanne","Comité recommandation et prospective de la plateforme de nanocarctérisation","CEA, Grenoble","Education & research"
"Cécile","Hébert","ETH Lausanne","EPF","Lausanne","Expert projet accès transnationaux","Projet européen ESTEEM","Education & research"
"Cécile","Hébert","ETH Lausanne","EPF","Lausanne","Trésorière. Aide à l'enseignement en Tanzanie.","Foundation TALENT","Education & research"
"Christian","Heinis","ETH Lausanne","EPF","Lausanne","Co-founder and shareholder of the start-up’","Bicycle Therapeutics, Cambridge, UK","Technology"
"Christoph","Heinrich","ETH Zürich","ETH","Zurich","Präsident","Paul Niggli-Stiftung","Education & research"
"Stefanie","Hellweg","ETH Zürich","ETH","Zurich","Vorstandsmitglied","Ecoinvent","Industry, construction & agriculture"
"Simon","Henein","ETH Lausanne","EPF","Lausanne","Enseignement de cours de formation continue","FSRM: Fondation Suisse pour la Recherche en Microtechnique, Neuchâtel","Education & research"
"Simon","Henein","ETH Lausanne","EPF","Lausanne","Membre du Scientific Advisory Board and conseil technique","CSEM: Centre Suisse d'Electronique et de Microtechnique, Neuchâtel","Education & research"
"Elke","Hentschel","Uni Bern","UBE","Bern","Präsidentin","Jaberg-Stiftung","Society, Social, Culture & Sports"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Chair, Advisory Board (09.2009 - present)","Leibniz Insitute of Freshwater Ecology and Inland Fisheries, Berlin, Germany","Education & research"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Member","Swiss Hydrological Commission, Swiss Academy of Sciences","Politics, administration, justice system & security sector"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Member","U.S. National Academy of Engineering","Education & research"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Member (11.2009 - present)","ETH Board Committee on Competence Centers (BCC)","Education & research"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Member of organizing team for one session (05.2013 - 11.2014)","2014 IARU Congress, Copenhagen, Denmark","Education & research"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Member of the board","Fondation pour l’Etude des Eaux du Léman","Education & research"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Member Scientific Advisory Board","Helmholtz Zentrum für Umweltforschung (UFZ)","Education & research"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Member visiting committee (09.2011 - present)","MIT Dept. of Civil and Environmental Engineering, USA","Education & research"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Member, Advisory Board (11.2012 - present)","Water institute, Stellenbosch University","Education & research"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Member, Board of reviewing editors (01.2010 - present)","Science","Not classifiable"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Member, GAIA Advisory Board (06.2008 - present)","GAIA","Not classifiable"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Member, Scientific Advisory Board (10.2013 - present)","AquaDiva, Fredrich-Schiller-Universität Jena, Germany","Education & research"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Member, Scientific and Technical Council (01.2013 - present)","IRGC, EPFL, Lausanne","Education & research"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Member, Steering Board (01.2007 - present)","CCES Competence Center Environment and Sustainability","Education & research"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Scientific Director  (01.2013 - present)","EPFL CRAG, Lausanne","Education & research"
"Janet","Hering","ETH Lausanne","EPF","Lausanne","Vice President","ETH Women Professors Forum","Society, Social, Culture & Sports"
"Hans Peter","Herzig","ETH Lausanne","EPF","Lausanne","Board member","Swiss Society for Optics and Microscopy SSOM","Education & research"
"Hans Peter","Herzig","ETH Lausanne","EPF","Lausanne","Chairman of the editorial board","Journal of the Europ. Opt. Soc. (JEOS: RP)","Media & communication"
"Hans Peter","Herzig","ETH Lausanne","EPF","Lausanne","Lecturer (2days)","Micro-Optics lecture FSRM","Technology"
"Hans Peter","Herzig","ETH Lausanne","EPF","Lausanne","Member of different program committees","Various international conferences","Not classifiable"
"Hans Peter","Herzig","ETH Lausanne","EPF","Lausanne","Reviewer  ","National and international scientific projects","Not classifiable"
"Hans Peter","Herzig","ETH Lausanne","EPF","Lausanne","Vice-president (until August 2014)","International Commission for Optics ICO","Education & research"
"Christian","Hesse","Uni Bern","UBE","Bern","NA","Dr. Josephine de Karman-Stiftung","Education & research"
"Jan Sickmann","Hesthaven","ETH Lausanne","EPF","Lausanne","Evaluation committee for INRIA","INRIA, France","Education & research"
"Jan Sickmann","Hesthaven","ETH Lausanne","EPF","Lausanne","Evaluation panel for NSF","NSF, US","Education & research"
"Jan Sickmann","Hesthaven","ETH Lausanne","EPF","Lausanne","Scientific advisory board","SRI-UQ, KAUST, KSA","Education & research"
"Johannes","Heverhagen","Uni Bern","UBE","Bern","NA","PET-AG Bern","Pharma & health"
"Hans H.","Hirsch","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","Stiftung Infektiologie beider Basel","Technology"
"Roland","Hodler","Uni St. Gallen","USG","Saint Gallen","Malmsten Visiting Professor, Department of Economics","University of Gothenburg","Education & research"
"Maarten J.F.M.","Hoenen","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","Swisspeace Bern","Politics, administration, justice system & security sector"
"Maarten J.F.M.","Hoenen","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","Volkshochschule beider Basel","Education & research"
"Sibylle","Hofer","Uni Bern","UBE","Bern","NA","Moser-Nef-Stiftung","Education & research"
"Sibylle","Hofer","Uni Bern","UBE","Bern","NA","Stiftung-Sammlung Schweizer Rechtsquellen","Not classifiable"
"Christian Pieter","Hoffmann","Uni St. Gallen","USG","Saint Gallen","Dozent","Hochschule für Wirtschaft Zürich","Education & research"
"Christian Pieter","Hoffmann","Uni St. Gallen","USG","Saint Gallen","Lehrbeauftragter","Johannes Gutenberg-Universität Mainz","Education & research"
"Christian Pieter","Hoffmann","Uni St. Gallen","USG","Saint Gallen","Lehrbeauftragter","Singapore Management University","Education & research"
"Christian Pieter","Hoffmann","Uni St. Gallen","USG","Saint Gallen","Mitglied des Beirats, Geschäftsberichte","HSG Symposium","Education & research"
"Christian Pieter","Hoffmann","Uni St. Gallen","USG","Saint Gallen","Mitglied des Vorstands","Percipe GmbH","Consulting, public relations, legal & trust"
"Heinrich","Hofmann","ETH Lausanne","EPF","Lausanne","Board of Directors","ANTIA Therapeutics, Bern","Pharma & health"
"Heinrich","Hofmann","ETH Lausanne","EPF","Lausanne","Expert Nanotechnology and Nanomaterials, Nanoregulation (Nanoreg WP1)","Federal Office of Public Health ","Pharma & health"
"Heinrich","Hofmann","ETH Lausanne","EPF","Lausanne","Expert Nanotechnology and Nanomaterials, Nanoregulation (Nanoreg WP2)","Federal Office for the Environment FOEN","Energy, environment & mobility"
"Heinrich","Hofmann","ETH Lausanne","EPF","Lausanne","Member Advisory Committee","Nanotec, Thailand Science Park, Thailand","Education & research"
"Heinrich","Hofmann","ETH Lausanne","EPF","Lausanne","Member Advisory Committee","University of Bremen","Education & research"
"Heinrich","Hofmann","ETH Lausanne","EPF","Lausanne","Member steering committee NFP 64 Opportunities and Risk of Nanomaterials","Schweizerischer Nationalfonds, Bern","Education & research"
"Joerg","Hofstetter","Uni St. Gallen","USG","Saint Gallen","Präsident","International Forum on Sustainable Value Chains ISVC","Education & research"
"Joerg","Hofstetter","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratsmitglied","Inneco AG (link)","Consulting, public relations, legal & trust"
"Ottmar","Holdenrieder","ETH Zürich","ETH","Zurich","Stiftungsrat","Stiftung Geobotanisches Forschungsinstitut Rübel","Education & research"
"André","Holenstein","Uni Bern","UBE","Bern","NA","Albrecht-von-Haller-Stiftung der Burgergemeinde Bern","Education & research"
"André","Holenstein","Uni Bern","UBE","Bern","NA","Stiftung Schloss Spiez","Society, Social, Culture & Sports"
"André","Holenstein","Uni Bern","UBE","Bern","NA","Universität Bern, Forschungsstiftung","Education & research"
"Christof","Holliger","ETH Lausanne","EPF","Lausanne","Membre du FNS Panel Sinergia","FNS, Berne","Education & research"
"Stephanie","Hrubesch","Uni Bern","UBE","Bern","NA","Ostschweizerische Finanzholding AG","Financial industry & insurances"
"Xile","Hu","ETH Lausanne","EPF","Lausanne","Consulting of chemical research, 3 hours","Syngenta Crop Protection AG, Stein","Technology"
"Jeffrey","Huang","ETH Lausanne","EPF","Lausanne","Co-Founder and Advisor (Design Firm), while on leave","Convergeo Lausanne, Switzerland","Industry, construction & agriculture"
"Jeffrey","Huang","ETH Lausanne","EPF","Lausanne","Co-Founder and Advisor (Software and Service Firm), while on leave","Eversitas LLC Cambridge, Massachussetts","Technology"
"Jeffrey","Huang","ETH Lausanne","EPF","Lausanne","Head of Pillar and Advisor (Educational Institution), while on leave","SUTD Architecture and Sustainable Design Singapore","Education & research"
"Jean-Pierre","Hubaux","ETH Lausanne","EPF","Lausanne","Membre du régulateur fédéral des télécoms","ComCom, Berne","Politics, administration, justice system & security sector"
"Jeffrey Alan","Hubbell","ETH Lausanne","EPF","Lausanne","Adjunct Professor (uncompensated)","Diabetes Research Institute, University of Miami, USA","Education & research"
"Jeffrey Alan","Hubbell","ETH Lausanne","EPF","Lausanne","Board of Directors","Lanta Bio Sàrl, Préverenges","Technology"
"Jeffrey Alan","Hubbell","ETH Lausanne","EPF","Lausanne","Board of Directors","Lumberjack, AG, Basel","Pharma & health"
"Jeffrey Alan","Hubbell","ETH Lausanne","EPF","Lausanne","Board of Directors","Lumberjill, Inc., Boston","Commerce, trade & services"
"Jeffrey Alan","Hubbell","ETH Lausanne","EPF","Lausanne","Board of Directors","Morphogene, SA, Préverenges","Pharma & health"
"Jeffrey Alan","Hubbell","ETH Lausanne","EPF","Lausanne","Board of Directors, Chief Scientific Advisor","Kuros Biosurgery, Zürich","Technology"
"Jeffrey Alan","Hubbell","ETH Lausanne","EPF","Lausanne","Chief Scientific Advisor, Board of Directors","Anokion SA, Lausanne","Pharma & health"
"Jeffrey Alan","Hubbell","ETH Lausanne","EPF","Lausanne","Legal consulting","McAndrews, Held and Malloy, Chicago, USA","Consulting, public relations, legal & trust"
"Jeffrey Alan","Hubbell","ETH Lausanne","EPF","Lausanne","Legal consulting","Taylor Wessing, London","Consulting, public relations, legal & trust"
"Jeffrey Alan","Hubbell","ETH Lausanne","EPF","Lausanne","Owner","Argo Innovations, Atlanta","Consulting, public relations, legal & trust"
"Konrad","Hungerbühler","ETH Zürich","ETH","Zurich","VR-Mandat","Ernst Hungerbühler AG (in Liquidation)","Technology"
"Thomas","Hunkeler","Uni Freiburg","UFR","Fribourg","Jurypräsident","Kollegium Gambach","Education & research"
"Thomas","Hunkeler","Uni Freiburg","UFR","Fribourg","Mitglied der Fachkommission & Jurymitglied","Pro Helvetia","Society, Social, Culture & Sports"
"Thomas","Hunkeler","Uni Freiburg","UFR","Fribourg","Mitglied des Stiftungsrates","Bell AG","Industry, construction & agriculture"
"Thomas","Hunkeler","Uni Freiburg","UFR","Fribourg","Mitglied des Stiftungsrates","Holcim-Stiftung zur Förderung der wissenschaftlichen Fortbildung","Commerce, trade & services"
"Thomas","Hunkeler","Uni Freiburg","UFR","Fribourg","Mitglied des Wissenschaftsrates ","FNRS","Pharma & health"
"Bettina","Hürlimann-Kaup","Uni Freiburg","UFR","Fribourg","Justizrat","Kanton Freiburg","Politics, administration, justice system & security sector"
"Paolo","Ienne","ETH Lausanne","EPF","Lausanne","Guest lecturer (spring 2014)","Technical University München, Germany","Education & research"
"Paolo","Ienne","ETH Lausanne","EPF","Lausanne","Guest lecturer, summer 2014","University of Oulu","Education & research"
"Paolo","Ienne","ETH Lausanne","EPF","Lausanne","Member of evaluation panel","FNS, Bern","Education & research"
"Alexander","Ilic","Uni St. Gallen","USG","Saint Gallen","Advisory Board","ETH Entrepreneur Club","Commerce, trade & services"
"Alexander","Ilic","Uni St. Gallen","USG","Saint Gallen","Advisory Board","Swiss Energy and Climate Summit","Energy, environment & mobility"
"Alexander","Ilic","Uni St. Gallen","USG","Saint Gallen","Advisory Board","Swiss Start-up Monitor","Commerce, trade & services"
"Alexander","Ilic","Uni St. Gallen","USG","Saint Gallen","Expert Committee","Kommission für Technologie und Innovation","Politics, administration, justice system & security sector"
"Alexander","Ilic","Uni St. Gallen","USG","Saint Gallen","Founder, Chairman, and CTO","Dacuda AG","Technology"
"Karin Mirjam","Ingold","Uni Bern","UBE","Bern","NA","Spirit of Bern: wiss. Beirat","Society, Social, Culture & Sports"
"Rolf","Ingold","Uni Freiburg","UFR","Fribourg","Stiftungsrat","Hasler Stiftung","Technology"
"Mihai Adrian","Ionescu","ETH Lausanne","EPF","Lausanne","Lecture IMEC /Beyond CMOS (0.5 day)","IMEC Belgium","Education & research"
"Mihai Adrian","Ionescu","ETH Lausanne","EPF","Lausanne","Review projet EC SOI-HITS (1 jour)","European Commission, Brussels","Politics, administration, justice system & security sector"
"Mihai Adrian","Ionescu","ETH Lausanne","EPF","Lausanne","SATW technology out-look (non-remuneré)","SATW","Education & research"
"Mihai Adrian","Ionescu","ETH Lausanne","EPF","Lausanne","SNF professorship review","SNF","Education & research"
"Christian","Jackowski","Uni Zürich","UZH","Zurich","NA","Schweizerische Stiftung für Alkoholforschung SSA","Pharma & health"
