,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents Advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Age Category,Interested in Math,Interested in Pets
978,5.0,1.0,5.0,5.0,2.0,4.0,4.0,4.0,Often,few hours a day,2.0,21.0,2.0,female,city,21+,False,Yes
979,5.0,2.0,5.0,5.0,3.0,4.0,4.0,2.0,Sometimes,few hours a day,3.0,19.0,0.0,male,city,Less than 21,False,Yes
980,5.0,1.0,5.0,5.0,1.0,3.0,5.0,2.0,Often,less than an hour a day,1.0,18.0,2.0,female,city,Less than 21,False,Yes
981,5.0,1.0,5.0,5.0,1.0,1.0,5.0,4.0,Rarely,most of the day,5.0,19.0,1.0,female,village,Less than 21,True,No
982,5.0,1.0,4.0,1.0,3.0,4.0,1.0,3.0,Often,few hours a day,2.0,18.0,2.0,male,city,Less than 21,True,Yes
983,5.0,2.0,5.0,2.0,1.0,4.0,5.0,2.0,Sometimes,few hours a day,2.0,22.0,2.0,female,village,21+,True,Yes
984,5.0,1.0,4.0,1.0,1.0,4.0,5.0,3.0,Never,most of the day,4.0,21.0,1.0,female,city,21+,False,Yes
985,5.0,1.0,5.0,4.0,1.0,2.0,4.0,3.0,Never,few hours a day,5.0,20.0,1.0,female,city,Less than 21,False,No
986,4.0,4.0,4.0,5.0,5.0,1.0,1.0,3.0,Sometimes,few hours a day,1.0,19.0,3.0,female,city,Less than 21,False,No
987,4.0,1.0,4.0,5.0,2.0,2.0,2.0,4.0,Rarely,few hours a day,3.0,20.0,1.0,male,city,Less than 21,False,No
988,5.0,,5.0,5.0,4.0,1.0,1.0,5.0,Sometimes,few hours a day,1.0,19.0,0.0,male,city,Less than 21,False,No
989,5.0,5.0,3.0,5.0,1.0,1.0,1.0,5.0,Sometimes,most of the day,3.0,30.0,2.0,female,village,21+,False,No
990,5.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,Rarely,few hours a day,1.0,29.0,1.0,male,city,21+,False,No
991,5.0,2.0,5.0,4.0,1.0,5.0,3.0,2.0,Never,most of the day,3.0,21.0,0.0,male,city,21+,False,Yes
992,4.0,5.0,4.0,5.0,5.0,1.0,5.0,3.0,Sometimes,most of the day,1.0,30.0,1.0,male,city,21+,False,No
993,5.0,2.0,5.0,1.0,1.0,2.0,3.0,4.0,Sometimes,few hours a day,4.0,21.0,0.0,female,city,21+,False,No
994,5.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,Often,few hours a day,3.0,20.0,0.0,female,city,Less than 21,False,Yes
995,5.0,5.0,5.0,3.0,4.0,5.0,1.0,4.0,Often,few hours a day,4.0,18.0,0.0,female,city,Less than 21,False,Yes
996,5.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,Often,few hours a day,3.0,20.0,0.0,male,,Less than 21,True,No
997,5.0,1.0,4.0,1.0,2.0,5.0,4.0,2.0,,less than an hour a day,3.0,19.0,1.0,female,,Less than 21,False,Yes
998,5.0,5.0,5.0,3.0,5.0,1.0,1.0,2.0,Sometimes,few hours a day,4.0,28.0,1.0,male,city,21+,False,No
999,5.0,5.0,4.0,4.0,5.0,1.0,2.0,3.0,Sometimes,few hours a day,3.0,19.0,1.0,male,city,Less than 21,False,No
1000,5.0,3.0,5.0,3.0,1.0,5.0,1.0,3.0,Rarely,few hours a day,1.0,16.0,1.0,female,city,Less than 21,False,Yes
1001,5.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,Rarely,few hours a day,2.0,18.0,2.0,female,city,Less than 21,False,Yes
1002,5.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,Rarely,few hours a day,4.0,22.0,1.0,male,city,21+,False,No
1003,4.0,4.0,5.0,3.0,1.0,5.0,4.0,3.0,Often,few hours a day,3.0,20.0,1.0,female,city,Less than 21,False,Yes
1004,5.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,Rarely,few hours a day,4.0,22.0,1.0,male,city,21+,False,Yes
1005,5.0,3.0,5.0,4.0,1.0,4.0,2.0,4.0,Often,few hours a day,3.0,20.0,1.0,female,city,Less than 21,False,Yes
1006,4.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,Often,less than an hour a day,3.0,27.0,5.0,male,village,21+,False,Yes
1007,4.0,1.0,4.0,2.0,3.0,5.0,2.0,4.0,Often,most of the day,1.0,18.0,0.0,female,city,Less than 21,False,Yes
1008,5.0,2.0,5.0,3.0,1.0,4.0,3.0,3.0,Sometimes,most of the day,3.0,25.0,1.0,female,city,21+,True,Yes
1009,5.0,3.0,5.0,2.0,2.0,5.0,1.0,3.0,Sometimes,few hours a day,5.0,21.0,1.0,male,village,21+,False,Yes
